name,RNase,rgyr,glob,AM1_dipole,AM1_E,AM1_Eele,AM1_HF,AM1_HOMO,AM1_IP,AM1_LUMO,apol,ASA,ASA+,ASA-,ASA_H,ASA_P,ast_violation,ast_violation_ext,a_acc,a_aro,a_base,a_count,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nC,a_nCl,a_nH,a_nN,a_nO,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_heavy,b_max1len,b_rotN,b_rotR,b_single,CASA+,CASA-,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,DASA,DCASA,dens,density,diameter,dipole,dipoleX,dipoleY,dipoleZ,E_ang,E_ele,E_nb,E_oop,E_rnb,E_rsol,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,MNDO_dipole,MNDO_E,MNDO_Eele,MNDO_HF,MNDO_HOMO,MNDO_IP,MNDO_LUMO,mr,mutagenic,nmol,npr1,npr2,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,PM3_dipole,PM3_E,PM3_Eele,PM3_HF,PM3_HOMO,PM3_IP,PM3_LUMO,pmi,pmi1,pmi2,pmi3,pmiX,pmiY,pmiZ,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,std_dim1,std_dim2,std_dim3,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vol,VSA,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8,Weight,weinerPath,weinerPol,zagreb
p0,1.7,4.7418394,0.042330436,6.185111,-79765.609,-504201.13,450.08786,-13.99255,13.99255,-6.4172602,43.67548,559.77734,379.39484,180.38252,291.8623,267.91507,0,2,2,12,4,38,3,21,12,56.979923,1.4994717,14,0,17,7,0,1.5532916,-2.24596,-0.64180613,0.70417589,2.2518806,-2.9275155,-0.53807992,0.80591482,2.3486133,-1.9310448,-0.49472067,0.85431087,2.5555131,16.604519,5,0.22727273,12,39,22,2,5,0.22727273,24,2628.4475,888.56433,15.242276,11.322631,7.6188021,9.1209555,10.058551,6.1946487,4.1427345,5.932653,199.01233,1739.8832,1.0247341,0.73603261,14,2.4563348,-1.3618281,0.97560602,-1.7964402,4.603199,-66.417267,-177.28873,0.023419101,0,0,-146.31868,-0.35383767,4.3714461,0.003642257,14.80979,35.447216,0.67776024,0.32223976,0.52138996,0.47861007,4.6955228,1.587353,2,-0.80321497,-0.38028872,0.14103027,2.3187189,-2.1881797,-0.31925759,0.16445385,2.3902402,-0.55981374,-0.21605732,0.19305076,2.595232,3.8514266,38.495483,4.3708963,-4.1837769,-4.1960931,0.43746722,0,10.036557,8.5040541,1.9976944,9.6362066,15.788391,1.0172626,0.001396941,17.355371,8.5850182,5.6055365,10.729329,5.1652851,3.3024695,2.6390498,7,9,1,1,2.29,-3.8319499,6.8387094,-79895.43,-502955.69,443.83548,-14.06092,14.06092,-6.1438098,8.0204115,1,1,0.085199714,0.95973027,15,1,2,5,1,6.928,-4.9260001,3.9251568,-1.9251568,0.076692544,0.14905517,0,51.93927,0,8.6190128,0,22.381124,68.952103,98.03923,13.159503,9.4210396,0,0,30.479832,0,0.59796488,0.4986932,0.10059646,0.40203509,0.50130683,0.30143863,181.17805,151.09961,30.479832,121.81306,151.89151,91.333229,0.5,1,7.3091884,-70092.844,-489865.06,454.50125,-13.86194,13.86194,-6.4640002,6370.8882,530.87183,5979.9941,6230.9111,2824.2966,694.94836,2851.6436,6.928,-4.9260001,0.10551386,0.15306537,0.56951851,0.51327145,0.10059646,0.43048152,0.48672858,0.32988507,172.55904,155.51669,30.479832,130.43207,147.47443,99.95224,7,0,2,0.10551386,0.15306537,0.47619048,-1.2738,129.13831,22.544069,0,0,6.37115,33.203491,0,141.14548,0,5.513495,8.1466303,0,96.547424,0,6.37115,89.196098,141.14548,4.6558404,0,4.9030137,1.4148219,1.0087638,139.97,0.46827638,5.4594316,3.6042898,8.4194593,302.99112,384.95441,276.5,324.14325,22.580544,0,70.969955,80.390999,144.28413,22.381124,102.97154,0.74428195,0.089364514,2.8830574,2.6787055,1.6379215,0.72933644,0.34322986,0.13950221,0.051468447,0.02182604,737.25,441.375,316.125,253.875,209.625,174,129.375,69.5,0.5,0.70710677,0.5,0.5,0.70710677,0.5,-2.4419272,-2.4319777,-2.4232209,-7.8146996,-7.768959,-7.4387002,1.34428,88.75,60.75,55.75,15,-4.5,-3.875,1.375,1.5,0.19256623,0.086656816,0.15921751,0.18213905,0.18538484,0.16371329,0.17687862,0.18391891,0.21111324,0.44199526,0.25636828,0.31253582,0.24712007,0.25098327,0.66290653,1.6936837,3.7807455,4.570312,1.3456,497.45468,669.375,1378.125,905.75,445.625,155.75,60.875,22,8.375,2.625,1289.375,845,389.875,140.75,65.375,25.875,7,1.125,283.33899,1164,28,102
p1,0.89542349,7.7446642,0.021341752,18.518623,-129596.84,-1064985.1,894.36456,-16.429029,16.429029,-9.0548697,82.572098,949.18976,402.67148,163.56027,676.37592,272.81384,1,3,2,12,6,77,3,34,23,104.58745,1.3582785,25,0,43,9,0,1.4786052,-2.6916139,-0.53630579,0.70417643,2.6634059,-3.4741702,-0.53807992,0.54057205,2.569618,-2.4911475,-0.49280515,0.72254223,2.8568516,50.307899,14,0.40000001,12,78,35,8,14,0.40000001,63,4399.5889,1132.4913,24.760939,21.117678,16.56855,18.070704,16.346245,12.031512,6.6427345,8.4326534,239.11122,3267.0974,0.92776692,0.67051315,25,5.0767932,0.80111456,4.8818488,-1.1399988,11.148565,23.973684,-282.78131,0.020046178,0,0,-362.49451,0.27345353,6.4736905,0.008879409,5.7700319,55.739506,0.42422652,0.17231567,0.71258241,0.28741762,4.6350989,1.1931137,4,-0.88837916,-0.3469803,0.13425018,2.6795216,-2.260179,-0.31396762,0.16445385,2.6142406,-0.63092327,-0.21605732,0.14322865,2.8862715,3.8529639,64.300446,27.165434,-6.2733426,-7.621253,1.7588314,0,10.036573,14.335991,3.9555433,8.3402195,14,2.5145125,0.43850502,30.225306,17.454546,13.221158,22.752987,13.018698,9.7973175,8.712184,9,9,1,1,4.704,-3.97228,18.657629,-129916.26,-1053959.9,947.9115,-16.421841,16.421841,-8.9214096,13.84408,1,1,0.098225296,0.93505496,15,0,2,14,4,10.926,-6.9239998,6.5922861,-2.5922863,0.052784219,0.13187985,42.994942,282.97104,0,8.6190128,0,22.381124,68.952103,106.74055,13.159503,9.4210396,0,0,17.451376,0,0.81004649,0.25628576,0.030472601,0.18995351,0.74371427,0.1594809,463.9061,146.77246,17.451376,108.78461,425.91824,91.333229,0.47999999,0.92307693,18.628778,-116432.48,-1043126.6,898.35187,-16.25959,16.25959,-9.3108597,28171.441,2721.856,25910.689,27710.338,24763.605,2924.4412,483.39578,10.926,-6.9239998,0.066904634,0.13850376,0.54054141,0.24880487,0.030472601,0.45945862,0.75119513,0.42898601,309.56302,142.48824,17.451376,263.12769,430.20245,245.6763,13,0,2,0.066904634,0.13850376,0.67647058,-3.1715,105.61406,22.544069,0,73.758316,6.37115,164.79224,0,141.14548,56.605217,5.513495,13.84813,39.819687,33.203491,0,6.37115,89.196098,197.75069,78.414154,131.58875,8.2101774,2.3518922,1.1994097,125.61,0.32963872,6.129283,4.392272,9.8077593,572.69067,700.48138,506.25,586.54456,22.580544,0,46.850132,56.271172,408.50549,22.381124,78.851715,3.3203843,0.11885341,2.5817301,1.9274265,1.0927166,0.42524791,0.18594158,0.06034591,0.030480392,0.012641662,1321,787,606,526.5,456.25,327.75,198,99.5,6.1644139,6.2649822,0.5,0.5,0.5,0.70710677,-2.4793415,-2.4174232,-2.4087472,-7.5321589,-7.4738612,-7.3274837,1.5578048,160.375,49.5,62.75,19.25,2.25,2.25,6.875,3,0.092615515,0.033475783,0.56031156,0.49032688,0.75830841,0.96188009,1.0742376,0.68340248,0.59863508,0.69629318,0.11430106,0.84137404,1.2130649,1.7395407,2.5767651,4.3802867,4.8556995,5.9462204,1.409547,849.47504,1197.375,1892.875,1046.5,483.5,154.375,56.125,17.625,7.875,3,1732.5,997,420.75,135.125,53.875,15.375,1,0,469.68201,5062,43,158
p5,0.214592423,7.7348614,0.027631825,6.4037156,-134311.11,-1000557.3,501.80219,-13.62613,13.62613,-6.1264,73.156242,856.62817,441.96176,414.66644,703.83014,152.79807,2,4,2,24,4,58,3,35,26,91.858055,1.5837595,26,2,23,7,0,1.0373086,-2.2583404,-0.64151269,0.70891225,2.2794673,-2.9468207,-0.53807992,0.80591482,2.3511269,-1.9603827,-0.49986199,0.85431087,2.5726304,26.643761,7,0.18421052,24,61,38,2,7,0.18421052,34,3659.4434,2603.2759,24.622746,20.05452,14.237604,17.087212,16.957531,11.393926,7.7854691,11.198639,27.295321,1056.1675,1.0752465,0.77598405,24,1.801026,1.3475387,-0.33326954,-1.1475039,12.706577,-69.314049,-132.15721,0.29030952,-1.14E-13,-1.14E-13,-133.35701,-0.74096709,7.7243648,0.006402588,26.324297,70.513832,0.51593184,0.48406816,0.82162851,0.1783715,4.2719154,3.03898,2,-0.80319786,-0.3798987,0.12311444,2.5037603,-2.1870294,-0.2902711,0.21558134,2.5610998,-0.53125238,-0.21605732,0.25878397,2.7773979,4.3557501,34.126877,7.4704785,3.6444423,2.260401,-5.3867497,0,16.994167,14.341492,1.7252209,7.4693522,14,2.2197297,0.18160792,28.01939,14.235294,9.0572319,19.981953,10.04322,6.3403206,5.7338037,7,7,0,2,8.1160002,-8.73627,6.4613996,-133552.09,-994807.19,487.79547,-13.79944,13.79944,-5.8998098,14.084957,1,1,0.087952077,0.93177998,27,0,4,7,2,8.2799997,-6.2779999,4.2113857,-2.2113857,0.073900662,0.1295685,9.0394926,86.062355,13.399102,8.6190128,0,22.381124,51.714077,196.07846,72.323395,9.4210396,0,0.27378201,17.177593,0,0.81182206,0.60694897,0.035872053,0.18817793,0.39305103,0.15230589,394.94287,295.27426,17.451376,91.546577,191.21516,74.0952,0.5,1,4.602798,-119603.16,-980196.31,535.32855,-13.33068,13.33068,-6.1868501,30178.777,2628.3547,27845.258,29883.941,7005.1636,715.6781,22457.936,8.2799997,-6.2779999,0.088285021,0.12010194,0.76656288,0.61602849,0.035872053,0.23343712,0.38397151,0.19756506,372.92474,299.69135,17.451376,113.5647,186.7981,96.113319,12,0,4,0.088285021,0.12010194,0.6857143,3.3394001,99.365433,22.544069,0,0,6.37115,33.203491,7.0012131,282.29095,0,89.32428,14.17649,33.57106,33.203491,0,13.372363,94.709595,282.29095,4.6558404,78.297287,6.8069687,2.0531375,1.1315104,116.73,0.33549348,6.2479277,4.3127575,9.893796,486.48944,650.04553,469.125,515.28882,22.580544,0,46.850132,56.271172,352.35458,22.381124,78.851715,3.5362997,0.13427164,2.6302671,2.1757898,1.0912869,0.4171409,0.19327636,0.066027991,0.034195744,0.013345619,1453.75,843.25,614.375,519.875,450.625,380.875,248.875,125.625,6.98212,7.9529867,11.247222,0.5,0.5,0.70710677,-2.4696329,-2.4324043,-2.4086995,-7.8667183,-7.467515,-7.3141928,1.4979755,199.75,93.25,80,25.25,6.375,2.875,7.625,2.75,0.087690741,0.034383263,0.60287571,0.47614491,0.52811551,0.64431596,0.78745401,0.88525766,0.43791962,0.34423837,0.1919502,0.95878464,1.7939165,2.3840904,3.039659,4.5547113,5.2244859,6.0645552,1.4279424,775.15381,1106.875,1887,1034.5,439.125,138.25,53.875,17.875,8.25,2.75,1687.25,941.25,359.125,113,47.5,15,0.625,0,504.42499,5140,50,178
p8,-0.643883867,9.3418121,0.021747908,7.9507408,-169862.81,-1614987.4,958.4762,-16.179661,16.179661,-9.1589003,109.45286,1113.5391,506.18283,320.92548,931.71552,181.82361,1,3,2,24,6,96,3,47,36,129.08505,1.344636,38,0,49,9,0,0.77154636,-2.7851548,-0.57440764,0.70007569,2.8017178,-3.4727199,-0.53807992,0.72192788,2.6090729,-2.5951102,-0.49986199,0.80175292,2.9835629,56.867142,11,0.21153846,24,101,52,3,11,0.21153846,74,6434.5962,2795.9026,32.262726,27.1672,22.618073,25.572493,23.068815,16.977436,12.304201,16.015137,185.25737,3638.6936,0.96102357,0.68158346,32,3.4830298,2.0486171,-0.75837934,2.7128446,13.592211,4.9357162,-304.58972,0.024440115,-5.68E-14,-5.68E-14,-398.26584,0.25401419,10.161229,0.008897588,3.5359695,88.740417,0.45457122,0.28820312,0.83671558,0.16328444,5.7785091,2.5108256,4,-0.87837362,-0.36933693,0.12701912,2.9437358,-2.251816,-0.31060302,0.16239242,2.8583965,-0.63096422,-0.21605732,0.1912203,3.1382217,3.8526249,64.03923,26.699272,-1.631999,-4.5611353,-1.9197034,0,16.166473,19.367765,3.8957562,7.9645252,15.596564,1.6291072,0.063447654,36.779587,19.565218,12.041103,26.933712,14.224082,8.7090664,8.1512194,9,9,0,2,8.2600002,-8.0075302,9.0364914,-170153.72,-1606961.9,1000.3699,-15.90572,15.90572,-9.1133604,18.934723,1,1,0.049170446,0.98276591,39,0,6,15,5,12.712,-8.7119999,7.1403828,-3.140383,0.048831888,0.10606858,73.345421,207.07784,32.676571,8.6190128,0,22.381124,68.952103,98.03923,135.70854,9.4210396,0,0,17.451376,0,0.83851999,0.38686496,0.025904845,0.16148001,0.61313504,0.13557518,564.88763,260.62018,17.451376,108.78461,413.05206,91.333229,0.5,1,9.1511421,-154057.03,-1592752.6,967.60797,-16.34692,16.34692,-9.4999905,55143.207,2668.8,53341.102,54276.508,32418.084,1151.5535,21573.568,12.712,-8.7119999,0.057504721,0.11007805,0.69888997,0.3999784,0.025904845,0.30111006,0.6000216,0.27520519,470.82275,269.45435,17.451376,202.84949,404.2179,185.39812,16,0,6,0.057504721,0.11007805,0.17021276,0.39700001,105.61406,22.544069,7.9639373,73.758316,12.7423,33.203491,0,317.57733,75.473625,42.392651,18.76803,39.819687,33.203491,0,20.706238,89.196098,429.93008,78.414154,0,9.4272337,1.858456,1.3902503,125.61,0.27386162,6.7004399,4.7431855,10.739956,673.67224,927.06616,657.5,721.828,22.580544,0,46.850132,56.271172,505.21628,22.381124,78.851715,2.1098862,0.12294259,2.5297883,2.0666637,0.92327243,0.36417344,0.16463578,0.050894491,0.026085351,0.010302028,1761.625,1024.625,761.25,660.125,584,487.875,294.5,135.25,0.70710677,0.86602539,1.5,0.5,0.70710677,0.5,-2.4182351,-2.4111245,-2.4106748,-7.7376328,-7.7053218,-7.5176549,1.5939282,189.875,37.125,66.75,19,0.875,-0.125,5.875,2.625,0.075697869,0.026888847,0.12495162,0.14584798,0.13292021,0.09935008,0.12259253,0.15482476,0.20851563,0.78878605,0.1800483,0.31508291,0.6739983,1.2394521,2.0974131,3.9600019,4.8300314,5.5911727,1.4837807,1008.3195,1496.125,2257.25,1196,485.25,155.875,57.625,17.75,7.5,2.625,2067.375,1158.875,418.5,136.875,56.75,17.875,1.625,0,631.87299,12352,68,242
p9,-0.276813067,6.6713409,0.032546591,23.953018,-142089.14,-1226919.3,921.59979,-16.271231,16.271231,-8.9103003,86.532097,910.31567,394.74286,155.83856,637.96735,272.34833,2,4,4,12,6,80,5,37,24,112.15968,1.401996,26,0,43,11,0,0.98934954,-2.7600355,-0.64180553,0.70417643,2.7249951,-3.4323637,-0.53807992,0.65449345,2.4720156,-2.5402372,-0.49288863,0.85431087,2.9367769,51.627899,11,0.27500001,12,83,40,4,11,0.27500001,68,4910.6011,1314.9658,25.710686,21.702339,16.104084,17.606237,18.169836,13.354765,7.1427345,8.9326534,238.90428,3595.6353,0.97528243,0.69852287,26,7.1274409,-3.9310958,-3.9223154,4.4679236,15.526628,199.30058,-98.499802,0.065441087,-1.71E-13,-1.71E-13,-365.27652,1.7670877,10.404479,0.010102568,-1.4241948,67.476128,0.43363294,0.1711918,0.70081991,0.29918009,5.3943939,1.4445163,4,-0.87405753,-0.38028792,0.17149793,2.7519209,-2.2478256,-0.31521738,0.16445385,2.64604,-0.63612604,-0.21605732,0.19305076,2.9581525,7.6119752,71.826126,21.780849,-7.7775464,-11.147384,3.072401,0,10.036572,15.114578,3.9439638,8.2272463,9.8375349,1.8963116,0.080408409,29.969999,16.955017,10.826222,23.120424,12.979873,8.2421799,8.110816,11,11,0,3,1.892,-3.19853,30.506733,-142399.41,-1252926.6,969.75842,-16.655199,16.655199,-9.2558298,14.524894,1,1,0.17659713,0.85833132,27,0,4,15,5,12.44,-8.4379997,7.1661897,-3.1661899,0.048384171,0.1095783,130.33858,182.27785,0,8.6190128,0,22.381124,86.190132,98.03923,13.159503,9.4210396,0,0,17.451376,0,0.77808148,0.2431353,0.03073086,0.22191855,0.75686473,0.19118769,441.85522,138.07115,17.451376,126.02263,429.8067,108.57126,0.5,1,30.759102,-126634.42,-1228070.6,950.88318,-16.308149,16.308149,-9.3048201,22685.422,3937.4165,19137.389,22296.039,8987.9854,2174.9775,11522.46,12.44,-8.4379997,0.058762059,0.10737141,0.48413283,0.25091353,0.03073086,0.51586717,0.7490865,0.4851363,274.92831,142.48824,17.451376,292.94955,425.38962,275.49817,13,0,4,0.058762059,0.10737141,0.7027027,-4.8727999,135.38693,28.792696,0,221.27493,6.37115,33.203491,0,141.14548,0,5.513495,14.54737,33.57106,75.473625,0,6.37115,89.196098,141.14548,225.93077,0,6.4968224,2.789212,1.1720705,156.42999,0.32120815,6.321928,4.4548359,10.052244,567.87787,729.69269,522.625,585.73553,22.580544,0,58.215282,67.636322,387.8782,22.381124,90.216866,1.9063199,0.11762546,2.567843,2.1734941,1.1641048,0.51363307,0.23343514,0.10983413,0.046464626,0.021224268,1284.5,750.375,566,487,420.25,345.5,203,83.125,0.5,1.118034,0.70710677,0.70710677,0.5,1.118034,-2.6020579,-2.4591792,-2.4304967,-8.4822197,-8.1561394,-7.9756017,1.5146449,161.25,67.5,76.875,36,9.125,11.5,8.25,5.125,0.125,0.062114991,0.31858006,0.1725204,0.35709241,0.57214028,0.80335557,1.0024298,0.75604206,1.7000471,0.22665009,0.69232982,0.88460612,0.95300138,1.7212477,2.3284478,3.4644425,4.2774315,1.4470335,822.89044,1190.75,1907.25,1097.625,516,185.375,70.75,30.25,11.125,5.125,1746,1030.125,439.125,149.375,61.625,18.75,2.875,0,509.707,6312,50,182
p13,-0.501858367,7.84162,0.030873105,17.639042,-162507.3,-1529353,510.62555,-11.7973,11.7973,-5.8632398,101.9321,1053.327,482.85635,322.19235,888.47705,164.84991,2,4,2,24,4,88,3,45,34,120.45397,1.3687952,36,0,43,9,0,0.78526556,-2.7439284,-0.64151496,0.70006895,2.7284524,-2.9524434,-0.53807992,0.80591482,2.6741874,-2.4885206,-0.49739233,0.85431087,2.9771488,51.627899,9,0.18000001,24,93,50,3,11,0.22,66,4917.4092,2636.1777,30.848513,25.647415,21.203859,24.158279,22.102489,15.861134,11.597095,15.198639,160.66402,2281.2314,0.9759627,0.69137865,30,4.3565326,-1.0923399,-3.3796237,-2.522759,17.875751,-135.67441,-190.80019,-0.71912962,1.71E-13,1.71E-13,-148.47617,0.10912799,10.329499,0.006991287,17.121094,93.350395,0.45841071,0.30588067,0.84349597,0.15650403,4.6684546,2.5027156,2,-0.83524323,-0.3859475,0.11527138,2.8369968,-2.188046,-0.30522895,0.16445385,2.8441851,-0.56043833,-0.21605732,0.19305076,3.084671,6.0425129,38.173176,12.546719,1.4292721,1.0855495,-5.3628469,0,16.655054,18.354767,1.9761122,8.6148224,15.4806,1.1458404,0.014405108,34.848,18.123413,10.494321,24.503458,12.633917,7.2708039,6.879437,9,7,0,2,7.296,-8.1682301,18.110592,-162788.56,-1513733.1,506.11374,-12.12642,12.12642,-5.6765299,17.917427,1,1,0.21090207,0.81925446,39,0,6,15,5,10.184,-8.1820002,4.9800758,-2.9800761,0.061091855,0.096253544,169.21983,109.41582,0,8.6190128,0,22.381124,51.714077,147.05885,86.688927,9.4210396,0,0,17.451376,0,0.85281193,0.41902369,0.028058223,0.14718808,0.58097631,0.11912986,530.42346,260.62018,17.451376,91.546577,361.34988,74.0952,0.5,1,17.929914,-146934.47,-1502791.9,491.43539,-11.87368,11.87368,-6.0630002,37005.473,7688.5991,29866.563,36455.781,27349.719,6563.562,3092.1904,10.184,-8.1820002,0.071779259,0.10241994,0.74399602,0.42612544,0.028058223,0.25600398,0.57387453,0.22794576,462.74326,265.03726,17.451376,159.22681,356.9328,141.77544,15,0,6,0.071779259,0.10241994,0.75555557,3.326,105.61406,22.544069,7.9639373,73.758316,6.37115,33.203491,0,317.57733,75.473625,11.02699,18.27169,0,96.547424,42.27013,14.335087,28.915218,393.05093,78.414154,0,7.2486038,3.4249377,1.2736336,118.47,0.28376898,6.643856,4.6576071,10.614981,621.97003,870.43909,616.625,669.79236,22.580544,0,46.850132,56.271172,473.5993,22.381124,78.851715,5.2458086,0.17901376,2.5346897,2.0704532,0.89442891,0.32273439,0.15481228,0.065132491,0.027745916,0.011191396,1743,1024.5,750,651.25,574.625,492.5,318,147.75,0.70710677,6.4226165,6.1032777,0.5,0.5,1,-2.4512615,-2.4299283,-2.4233685,-7.8527203,-7.6483827,-7.4105372,1.5690138,198.625,60.375,93,29.25,9.625,7.25,6,2.625,0.07333333,0.032245681,0.99089283,0.85542774,1.0039197,1.276387,1.4669516,1.4389201,0.5343312,0.31455055,0.1705571,1.5258383,3.10307,3.7889791,4.2592778,5.4318252,6.7232604,7.8572764,1.4777575,953.97931,1409.75,2144.5,1114.375,434.5,136.25,55,21,7.875,2.625,1945.875,1054,341.5,107,45.375,13.75,1.875,0,601.80298,10716,68,234
